MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,YearBuilt,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,GrLivArea,BsmtHalfBath,FullBath,HalfBath,Functional,GarageType,GarageFinish,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MoSold,YrSold,SalePrice,TotalSF,SalePrice_log
60,RL,168.0,23257,IR3,HLS,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,2006,None,0.0,PConc,No,Unf,0,Unf,0,868,868,2021,0,2,1,Typ,BuiltIn,RFn,2,Y,0,100,0,0,9,2006,274725,2889,12.52352951631214
60,RL,79.87755102040816,8063,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,2000,None,0.0,PConc,No,Unf,0,Unf,0,924,924,1690,0,2,1,Typ,Attchd,RFn,2,Y,100,48,0,0,11,2007,181000,2614,12.10625783509458
20,RL,107.0,11362,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,2004,Stone,42.0,PConc,Mn,GLQ,1039,Unf,0,797,1836,1836,0,2,0,Typ,Attchd,Fin,3,Y,125,185,0,0,3,2009,280000,3672,12.54254845357358
60,RL,79.87755102040816,8000,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,1995,None,0.0,PConc,No,GLQ,219,Unf,0,554,773,1658,0,2,1,Typ,Attchd,Fin,2,Y,224,84,0,0,6,2008,188000,2431,12.144202560946876
60,RL,80.0,10480,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,1976,BrkFace,660.0,CBlock,No,ALQ,403,Unf,0,400,803,1964,0,2,1,Typ,Attchd,RFn,2,Y,0,69,0,0,9,2008,205000,2767,12.230770136157428
20,RL,73.0,7100,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,1957,None,0.0,CBlock,No,GLQ,708,Unf,0,108,816,816,0,1,0,Typ,Detchd,Unf,1,Y,0,0,0,0,7,2006,129900,1632,11.774527900858468
20,RL,66.0,8923,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,1953,None,0.0,CBlock,No,BLQ,643,Unf,0,365,1008,1008,0,1,0,Typ,Attchd,Unf,1,Y,0,18,0,0,5,2007,134500,2016,11.80932691294063
20,RL,90.0,5400,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,1954,None,0.0,CBlock,No,Rec,415,Unf,0,418,833,833,0,1,0,Typ,Detchd,Unf,1,Y,0,0,0,0,8,2006,117000,1666,11.669937760751914
20,RL,93.0,12085,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,2007,Stone,328.0,PConc,No,GLQ,1004,Unf,0,730,1734,1734,0,2,0,Typ,Attchd,RFn,3,Y,0,0,0,0,11,2007,318000,3468,12.669809806411457
80,RL,79.87755102040816,7750,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,2002,None,0.0,PConc,No,GLQ,353,Unf,0,55,408,1419,0,2,1,Typ,BuiltIn,Fin,2,Y,120,0,0,0,3,2009,184100,1827,12.123239799036943
20,RL,57.0,9764,IR1,Lvl,FR2,Gtl,Sawyer,Feedr,1Fam,1Story,1967,None,0.0,CBlock,No,BLQ,702,Unf,0,192,894,894,0,1,0,Typ,Attchd,RFn,2,Y,0,0,0,0,5,2008,130000,1788,11.775297421715827
80,RL,85.0,13825,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,1958,None,0.0,CBlock,No,Unf,0,Unf,0,533,533,1601,1,1,0,Min2,BuiltIn,RFn,1,Y,280,34,0,0,12,2008,140000,2134,11.849404844423074
20,RL,70.0,7560,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,1959,None,0.0,CBlock,No,LwQ,369,Unf,0,671,1040,1040,0,1,0,Typ,Attchd,RFn,1,Y,140,0,252,0,7,2006,133700,2080,11.803361242493628
30,RM,59.0,8263,Reg,Bnk,Inside,Mod,IDOTRR,Norm,1Fam,1Story,1920,None,0.0,BrkTil,No,Unf,0,Unf,0,1012,1012,1012,0,1,0,Typ,Detchd,Unf,1,Y,0,22,112,0,5,2007,118400,2024,11.681832447342321
20,RL,84.0,10084,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,2005,BrkFace,196.0,PConc,Av,GLQ,24,Unf,0,1528,1552,1552,0,2,0,Typ,Attchd,RFn,3,Y,144,20,0,0,7,2006,212900,3104,12.268582547911404
20,RL,68.21739130434783,8926,IR1,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,1956,None,0.0,CBlock,No,Unf,0,Unf,0,672,672,960,0,1,0,Typ,Basment,Unf,1,Y,64,0,0,160,10,2009,112000,1632,11.626263078808801
20,RL,50.0,9405,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,1947,None,0.0,CBlock,No,Unf,0,Unf,0,698,698,698,1,1,0,Typ,None,None,0,Y,0,200,0,0,6,2009,118000,1396,11.678448377988165
80,RL,79.87755102040816,9125,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,1992,BrkFace,170.0,PConc,No,Unf,0,Unf,0,384,384,1482,0,2,1,Typ,Attchd,Fin,2,Y,100,25,0,0,7,2007,163900,1866,12.007017865994577
20,RL,60.0,10434,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,1955,None,0.0,CBlock,No,Unf,0,Unf,0,1005,1005,1005,0,1,0,Typ,Detchd,Unf,2,Y,0,0,0,0,11,2009,115000,2010,11.652696102959753
120,RL,53.0,3684,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,2007,BrkFace,130.0,PConc,No,Unf,0,Unf,0,1373,1373,1555,0,2,0,Typ,Attchd,Fin,3,Y,143,20,0,0,6,2009,174000,2928,12.066816325306588
20,RL,182.0,14572,IR3,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,1Story,2004,None,0.0,PConc,Av,GLQ,1300,Unf,0,230,1530,1530,0,2,0,Typ,Attchd,Fin,3,Y,144,36,0,0,11,2007,259000,3060,12.464587201678082
60,RL,59.0,11796,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,2004,None,0.0,PConc,Av,Unf,0,Unf,0,847,847,1959,0,2,1,Typ,BuiltIn,Fin,2,Y,100,48,0,0,7,2007,215000,2806,12.278397958261774
90,RM,60.0,7200,Reg,Lvl,Inside,Gtl,OldTown,Norm,Duplex,SFoyer,1980,BrkFace,180.0,CBlock,Gd,GLQ,936,Unf,0,0,936,936,0,1,0,Typ,Detchd,Unf,2,Y,49,0,0,0,8,2007,140000,1872,11.849404844423074
50,RL,65.0,7804,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,1928,None,0.0,BrkTil,No,BLQ,622,Unf,0,500,1122,1981,0,2,0,Min2,Detchd,Unf,2,Y,431,44,0,0,12,2009,135000,3103,11.813037464800539
20,RL,63.0,10712,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,1991,None,0.0,PConc,Mn,BLQ,212,Unf,0,762,974,974,0,1,0,Typ,None,None,0,Y,0,28,0,0,9,2007,93500,1948,11.445727410406752
70,RM,90.0,9900,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,1880,None,0.0,BrkTil,Mn,Unf,0,Unf,0,1008,1008,2210,0,2,0,Typ,Detchd,Unf,1,N,0,48,0,0,5,2007,117500,3218,11.674202123168433
60,RL,80.0,9828,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,1995,None,0.0,PConc,No,GLQ,584,Unf,0,544,1128,2020,0,2,1,Typ,Attchd,RFn,2,Y,0,155,0,0,6,2009,239500,3148,12.386312871189734
60,RL,57.0,8773,IR1,HLS,Inside,Gtl,Gilbert,Norm,1Fam,2Story,1997,None,0.0,PConc,Av,Unf,0,Unf,0,916,916,1600,0,2,1,Typ,Attchd,Fin,2,Y,100,38,0,0,8,2007,169000,2516,12.037659911047468
30,RM,60.0,6180,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1Story,1926,None,0.0,BrkTil,No,Unf,0,Unf,0,960,960,986,0,1,0,Typ,Detchd,Unf,1,Y,0,128,0,0,5,2007,102000,1946,11.532737896139919
50,RL,80.0,9600,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,1950,None,0.0,CBlock,No,BLQ,280,Unf,0,752,1032,1252,0,1,0,Typ,Attchd,Unf,1,Y,0,0,96,0,4,2008,119000,2284,11.686887175419702
50,RL,54.0,6342,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1.5Fin,1875,None,0.0,CBlock,No,Unf,0,Unf,0,780,780,1020,0,1,0,Typ,None,None,0,N,0,0,176,0,5,2010,94000,1800,11.451060699493427
20,RL,70.08333333333333,9819,IR1,Lvl,Inside,Mod,Mitchel,Norm,1Fam,1Story,1977,None,0.0,PConc,Gd,ALQ,1567,Unf,0,0,1567,1567,0,2,0,Typ,Attchd,RFn,2,Y,264,32,0,0,5,2009,196000,3134,12.185875040240456
30,RL,98.0,8731,IR1,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,1920,None,0.0,BrkTil,No,BLQ,645,Unf,0,270,915,1167,0,1,0,Maj1,Detchd,Unf,2,Y,0,0,216,126,5,2007,144000,2082,11.87757552297847
20,RL,60.0,7350,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,1951,None,0.0,CBlock,Mn,ALQ,852,Unf,0,100,952,952,0,1,0,Typ,Detchd,Unf,2,Y,0,0,0,0,6,2008,139000,1904,11.842236406331555
60,RL,81.28888888888889,10304,IR1,Lvl,CulDSac,Gtl,NWAmes,PosN,1Fam,2Story,1976,BrkFace,44.0,CBlock,No,ALQ,381,Unf,0,399,780,1868,0,2,1,Typ,Attchd,Unf,2,Y,448,96,0,0,10,2009,197500,2648,12.193498926601634
60,RL,77.0,9965,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,2006,Stone,340.0,PConc,Gd,GLQ,1150,Unf,0,316,1466,2828,0,3,0,Typ,BuiltIn,RFn,3,Y,125,144,0,0,4,2007,424870,4294,12.959540872420414
20,RL,74.4375,9000,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,1959,None,0.0,CBlock,No,GLQ,288,Unf,0,718,1006,1006,0,1,0,Typ,None,None,0,Y,0,24,0,0,7,2008,80000,2012,11.289794413577894
190,RL,60.0,12180,Reg,Lvl,Inside,Gtl,Edwards,Norm,2fmCon,1.5Fin,1941,None,0.0,BrkTil,No,BLQ,348,Unf,0,324,672,924,0,1,0,Typ,Detchd,Unf,1,Y,0,0,0,0,7,2010,80000,1596,11.289794413577894
50,RM,52.0,6240,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,1928,None,0.0,BrkTil,No,Unf,0,Unf,0,1042,1042,1576,0,1,0,Typ,Detchd,Unf,1,Y,0,0,0,0,8,2006,149000,2618,11.91170829631447
20,RL,71.5,11200,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,1985,BrkFace,85.0,CBlock,No,GLQ,1258,Unf,0,40,1298,1298,0,2,0,Typ,Attchd,Unf,2,Y,165,26,0,0,5,2006,180000,2596,12.100717685412471
70,RL,75.0,12000,Reg,Bnk,Inside,Gtl,Crawfor,Norm,1Fam,2Story,1941,None,0.0,CBlock,No,Rec,275,Unf,0,429,704,1564,0,1,1,Typ,Attchd,Unf,1,Y,0,0,0,0,7,2009,174500,2268,12.069685751267224
50,RM,62.81481481481482,5700,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,1926,None,0.0,PConc,No,Unf,0,Unf,0,572,572,1111,0,1,0,Typ,Detchd,Unf,1,Y,0,0,176,0,8,2008,116900,1683,11.669082701743504
70,RM,50.0,9000,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,2Story,1920,None,0.0,PConc,No,ALQ,624,Unf,0,26,650,1482,1,1,0,Typ,Detchd,Unf,2,Y,0,0,0,0,7,2009,143000,2132,11.870606902224587
20,RL,57.0,8280,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,1950,None,0.0,CBlock,No,Unf,0,Unf,0,932,932,932,0,1,0,Typ,Attchd,Unf,1,Y,0,0,214,0,11,2007,124000,1864,11.728044909070785
20,RL,134.0,17755,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,1959,BrkFace,132.0,CBlock,No,BLQ,176,Unf,0,1290,1466,1466,0,1,1,Typ,Attchd,Fin,2,Y,0,140,0,100,11,2006,149900,2932,11.917730355182513
20,RL,90.0,14115,IR1,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,1Story,1956,None,0.0,PConc,No,ALQ,296,GLQ,547,230,1073,1811,0,1,0,Typ,Attchd,Fin,2,Y,0,0,280,0,7,2006,230000,2884,12.345838935721968
30,RM,59.52,5890,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1Story,1930,None,0.0,BrkTil,Av,ALQ,538,Unf,0,278,816,816,0,1,0,Typ,Detchd,Unf,1,Y,0,0,96,0,6,2008,120500,1632,11.699413330633599
60,RL,76.46236559139786,13700,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,2Story,1965,Stone,288.0,CBlock,Gd,ALQ,454,Unf,0,410,864,1820,0,1,2,Typ,Attchd,Unf,2,Y,60,84,0,273,5,2008,201800,2684,12.215037342290755
20,RL,90.0,10768,IR1,Lvl,Corner,Gtl,Veenker,Norm,1Fam,1Story,1976,None,0.0,CBlock,Gd,ALQ,1157,Unf,0,280,1437,1437,0,2,0,Typ,Attchd,RFn,2,Y,0,21,0,180,7,2007,218000,2874,12.292254928916668
80,RL,85.0,9350,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,1965,None,0.0,PConc,Gd,ALQ,633,Unf,0,586,1219,1265,1,2,0,Typ,Attchd,RFn,2,Y,0,92,0,0,10,2008,179900,2484,12.100161978566867
120,RL,34.0,5001,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,2007,Stone,166.0,PConc,No,GLQ,904,Unf,0,410,1314,1314,0,2,0,Typ,Attchd,RFn,2,Y,172,62,0,0,7,2009,230000,2628,12.345838935721968
20,RL,92.0,11932,Reg,Lvl,FR2,Gtl,Somerst,Feedr,1Fam,1Story,2007,Stone,186.0,PConc,No,Unf,0,Unf,0,1580,1580,1580,0,2,0,Typ,Attchd,RFn,3,Y,0,24,0,0,6,2008,235128,3160,12.367889578686164
60,RL,76.0,9120,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,1974,BrkFace,270.0,CBlock,No,ALQ,442,Unf,0,459,901,1876,0,2,1,Typ,Attchd,RFn,2,Y,0,69,0,0,7,2008,185000,2777,12.128116509451258
160,RL,24.0,2280,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Twnhs,2Story,1978,None,0.0,CBlock,No,ALQ,311,Unf,0,544,855,1456,0,2,1,Typ,Attchd,Unf,2,Y,26,0,0,0,7,2010,146000,2311,11.891368749982085
20,RL,71.8048780487805,14778,IR1,Low,CulDSac,Gtl,Crawfor,PosN,1Fam,1Story,1954,BrkFace,72.0,CBlock,No,BLQ,728,Unf,0,568,1296,1640,0,1,0,Typ,Detchd,Unf,2,Y,108,0,0,0,11,2008,224000,2936,12.319405795112926
20,RL,109.0,8724,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,1968,None,0.0,CBlock,No,BLQ,492,Unf,0,402,894,894,0,1,0,Typ,Attchd,Fin,2,Y,0,0,0,0,5,2007,129000,1788,11.767575435251748
90,RL,60.0,12900,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Duplex,SFoyer,1969,None,0.0,CBlock,Av,GLQ,1198,Unf,0,0,1198,1258,0,0,2,Typ,CarPort,Unf,2,Y,120,0,0,0,1,2008,108959,2456,11.59873612138334
80,RL,59.714285714285715,16157,IR1,Lvl,FR2,Gtl,Veenker,Feedr,1Fam,SLvl,1978,None,0.0,PConc,Gd,ALQ,680,Rec,391,289,1360,1432,0,1,1,Typ,Attchd,Unf,2,Y,168,180,0,0,6,2007,194000,2792,12.175618592671356
20,RL,79.0,9541,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,2009,Stone,268.0,PConc,No,Unf,0,Unf,0,1502,1502,1502,0,2,0,Typ,Attchd,RFn,2,Y,0,114,0,0,9,2009,233170,3004,12.359527368950229
20,RL,64.0,10475,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,2008,Stone,72.0,PConc,Av,Unf,0,Unf,0,1694,1694,1694,0,2,0,Typ,Attchd,RFn,3,Y,160,33,0,0,2,2010,245350,3388,12.41044511731981
60,RL,58.0,10852,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,2000,None,0.0,PConc,No,GLQ,786,Unf,0,173,959,1671,0,2,1,Typ,Attchd,Fin,2,Y,0,38,0,0,2,2006,173000,2630,12.06105265381003
70,RL,120.0,13728,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,2Story,1935,None,0.0,CBlock,No,Rec,626,Unf,0,501,1127,2108,0,2,0,Typ,Basment,Unf,2,Y,0,0,0,90,7,2008,235000,3235,12.367345048436391
60,RL,118.0,35760,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,1995,BrkFace,1378.0,PConc,Gd,GLQ,1387,Unf,0,543,1930,3627,0,3,1,Typ,Attchd,Fin,3,Y,361,76,0,0,7,2006,625000,5557,13.345508528717259
80,RL,76.0,9880,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,SLvl,1977,None,0.0,CBlock,Av,ALQ,522,Unf,0,574,1096,1118,0,1,0,Typ,Attchd,Fin,1,Y,203,0,0,0,7,2008,171000,2214,12.049424683420915
20,RL,76.0,9120,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,1958,None,0.0,CBlock,No,ALQ,662,Unf,0,599,1261,1261,0,1,0,Typ,Attchd,RFn,2,Y,0,0,0,288,11,2008,163000,2522,12.001511614739405
160,FV,35.0,4017,IR1,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,2006,None,0.0,PConc,No,Unf,0,Unf,0,625,625,1250,0,2,1,Typ,Detchd,Fin,2,Y,0,54,0,0,3,2008,171900,1875,12.05467400868968
50,RL,138.0,18030,IR1,Bnk,Inside,Gtl,ClearCr,Norm,1Fam,1.5Fin,1946,None,0.0,CBlock,No,Rec,152,BLQ,469,977,1598,3086,0,3,0,Maj1,None,None,0,Y,122,0,0,0,3,2007,200500,4205,12.208574513247495
70,RL,80.0,16560,IR1,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,1932,None,0.0,BrkTil,No,Rec,503,Unf,0,449,952,2345,0,2,1,Typ,Detchd,Unf,2,Y,0,0,0,0,7,2006,239000,3297,12.384223015005313
50,RL,85.0,10678,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,1.5Fin,1992,BrkFace,337.0,PConc,No,GLQ,700,Unf,0,983,1683,2872,0,2,1,Typ,Attchd,Fin,2,Y,0,33,0,0,4,2007,285000,4555,12.560247968016562
20,RL,37.0,6951,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,1Story,1984,None,0.0,CBlock,No,ALQ,658,Unf,0,218,876,923,0,1,0,Typ,Attchd,Unf,1,Y,362,0,0,0,10,2008,119500,1799,11.691080018519527
50,RM,62.81481481481482,3950,Reg,Bnk,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,1926,None,0.0,CBlock,No,Rec,468,Unf,0,350,818,1224,0,1,0,Typ,Detchd,Unf,1,N,0,0,116,0,12,2009,115000,2042,11.652696102959753
50,RL,54.0,7681,IR1,Lvl,FR2,Gtl,Crawfor,Norm,1Fam,1.5Fin,1921,None,0.0,BrkTil,No,Unf,0,Unf,0,731,731,1343,0,1,1,Typ,Detchd,Unf,1,Y,192,0,102,0,7,2009,154900,2074,11.950541482162043
20,RL,77.0,8335,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,1954,None,0.0,Slab,None,None,0,None,0,0,0,1124,0,1,0,Min2,None,None,0,N,0,36,190,0,4,2006,93000,1124,11.440365524765756
60,RL,80.13333333333334,11170,IR2,Lvl,Corner,Gtl,Timber,Norm,1Fam,2Story,1990,None,0.0,Wood,No,LwQ,1216,Unf,0,0,1216,2514,0,2,1,Typ,Attchd,Fin,2,Y,0,0,0,0,4,2006,250000,3730,12.429220196836383
120,RM,64.0,5587,IR1,HLS,Inside,Mod,Crawfor,Norm,TwnhsE,1Story,2008,Stone,186.0,PConc,Gd,GLQ,1480,Unf,0,120,1600,1652,1,2,0,Typ,Attchd,Fin,2,Y,162,53,0,0,11,2008,392500,3252,12.880294363972055
60,RL,160.0,15623,IR1,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,1996,None,0.0,PConc,Av,GLQ,2096,Unf,0,300,2396,4476,0,3,1,Typ,Attchd,Fin,3,Y,171,78,0,0,7,2007,745000,6872,13.521140839642674
30,RL,60.0,10800,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,1920,None,0.0,BrkTil,No,Rec,821,Unf,0,299,1120,1130,0,1,0,Typ,Detchd,Unf,2,Y,229,0,0,0,6,2006,120000,2250,11.695255355062795
20,RL,50.0,35133,Reg,Lvl,Inside,Mod,Timber,Norm,1Fam,1Story,1963,BrkFace,226.0,CBlock,Gd,Rec,1159,Unf,0,413,1572,1572,0,1,1,Typ,2Types,RFn,3,Y,0,263,0,263,5,2007,186700,3144,12.137263685701864
50,RL,60.0,9738,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,1924,None,0.0,BrkTil,No,BLQ,392,Unf,0,392,784,1221,0,1,0,Typ,Attchd,Unf,1,Y,0,0,236,0,3,2006,104900,2005,11.560772327227417
190,RL,107.0,10615,IR1,Bnk,Corner,Mod,OldTown,Artery,2fmCon,2Story,1900,None,0.0,CBlock,Mn,BLQ,440,Unf,0,538,978,1699,0,2,0,Typ,CarPort,Unf,2,Y,0,74,0,0,8,2009,95000,2677,11.461642696843066
20,RL,89.0,12461,Reg,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,1Story,1994,None,0.0,PConc,No,GLQ,1456,Unf,0,168,1624,1624,0,2,0,Typ,Attchd,RFn,3,Y,0,114,192,0,7,2006,262000,3248,12.476103599529843
60,RL,68.0,8935,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,2002,BrkFace,95.0,PConc,No,Unf,0,Unf,0,831,831,1660,0,2,1,Typ,Attchd,RFn,2,Y,144,68,0,0,7,2009,195000,2491,12.180759965737863
60,RL,60.0,7500,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,1999,None,0.0,PConc,No,Unf,0,Unf,0,994,994,1804,0,2,1,Typ,Attchd,Fin,2,Y,140,60,0,0,6,2010,189000,2798,12.149507585033072
190,RL,70.08333333333333,32463,Reg,Low,Inside,Mod,Mitchel,Norm,2fmCon,1Story,1961,Stone,149.0,CBlock,Av,BLQ,1159,Unf,0,90,1249,1622,0,1,0,Typ,2Types,Fin,4,Y,439,0,0,0,3,2007,168000,2871,12.031725210748633
160,FV,24.0,2645,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,1999,BrkFace,456.0,PConc,No,Unf,0,Unf,0,776,776,1441,0,2,1,Typ,Detchd,Unf,2,Y,206,0,0,0,11,2007,174000,2217,12.066816325306588
50,RM,60.0,9600,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,1925,None,0.0,PConc,Mn,Unf,0,Unf,0,702,702,1472,0,1,0,Typ,Detchd,Unf,1,P,0,0,84,0,7,2007,125000,2174,11.736077016252437
120,RM,70.08333333333333,4500,Reg,Lvl,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,1999,BrkFace,425.0,PConc,No,GLQ,883,Unf,0,341,1224,1224,0,2,0,Typ,Attchd,Fin,2,Y,0,304,0,0,6,2009,165000,2448,12.013706813470414
60,RL,80.0,9364,Reg,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,2Story,1969,Stone,143.0,CBlock,No,ALQ,371,Unf,0,292,663,1352,0,1,1,Typ,Attchd,Fin,1,Y,379,36,0,0,3,2010,158000,2015,11.970356641102999
60,RL,51.0,8029,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,2005,None,0.0,PConc,No,Unf,0,Unf,0,728,728,1456,0,2,1,Typ,Attchd,Fin,2,Y,100,24,0,0,7,2008,176000,2184,12.07824495582233
60,RL,58.0,14054,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,2006,None,0.0,PConc,Av,Unf,0,Unf,0,879,879,1863,0,2,1,Typ,BuiltIn,Fin,3,Y,100,17,0,0,11,2006,219210,2742,12.29779001527865
75,RM,65.0,8850,IR1,Bnk,Corner,Gtl,OldTown,Norm,1Fam,2.5Unf,1916,None,0.0,BrkTil,No,Unf,0,Unf,0,815,815,1690,0,1,0,Typ,Detchd,Unf,1,Y,0,0,330,0,7,2006,144000,2505,11.87757552297847
20,RL,70.0,9100,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,2001,None,0.0,PConc,No,Unf,0,Unf,0,1212,1212,1212,0,2,0,Typ,Attchd,RFn,2,Y,356,0,0,0,6,2009,178000,2424,12.08954444723597
20,RL,75.0,11235,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,1963,BrkFace,51.0,CBlock,No,Rec,547,Unf,0,504,1051,1382,0,1,1,Typ,Attchd,Unf,2,Y,0,82,0,0,10,2006,148000,2433,11.904974309480183
20,RL,71.0,9353,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,1970,None,0.0,CBlock,No,Unf,0,Unf,0,864,864,864,0,1,0,Typ,Attchd,Unf,1,Y,0,0,0,0,7,2006,116050,1728,11.6617850286409
60,RL,80.0,10400,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,1998,None,0.0,PConc,Av,Unf,0,Unf,0,866,866,1779,0,2,1,Typ,Attchd,RFn,2,Y,198,36,0,0,3,2009,197900,2645,12.19552218463499
50,RM,50.0,6000,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1.5Fin,1925,None,0.0,BrkTil,No,Unf,0,Unf,0,884,884,1348,0,1,0,Typ,Detchd,Unf,1,N,0,0,208,0,5,2009,117000,2232,11.669937760751914
20,RL,75.0,9750,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,2000,BrkFace,171.0,PConc,No,Unf,0,Unf,0,1630,1630,1630,0,2,0,Typ,Attchd,Unf,2,Y,74,234,0,0,10,2009,213000,3260,12.269052139516223
20,RL,78.0,10140,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,1975,None,0.0,CBlock,No,ALQ,788,Unf,0,268,1056,1074,0,1,1,Typ,Attchd,RFn,2,Y,0,88,0,0,7,2006,153500,2130,11.941462360646149
20,RL,90.0,14684,IR1,Lvl,CulDSac,Gtl,SawyerW,Norm,1Fam,1Story,1990,BrkFace,234.0,CBlock,Mn,ALQ,485,BLQ,177,1496,2158,2196,0,2,0,Typ,Attchd,RFn,3,Y,84,70,0,0,6,2009,271900,4354,12.513193308436527
